Application Date,Permit Status,Permit Type,Event Category,Event Sub-Category,Name of Event,Year-Month-App#,Event Start Date,Event End Date,Event Location - Park,Event Location - Neighborhood,Council District,Precinct,Organization,Attendance
2017-09-18T00:00:00.000,Complete,Special Event,Athletic,Run/Walk,Green Lake Gobble 10K & 5K Run & Walk,S17NO505,11/19/2017 12:00:00 AM,11/19/2017 12:00:00 AM,Greenlake Park,Green Lake,6,North,Pro-Motion Events,1280
2017-05-25T00:00:00.000,Complete,Special Event,Commercial,,Fuel Outdoor Beer Garden (11.20),S17NO383,11/20/2017 12:00:00 AM,11/20/2017 12:00:00 AM,,Pioneer Square,3,West,Fuel Sports Eats and Beats,420
2017-08-16T00:00:00.000,Complete,Special Event,Athletic,Run/Walk,Montlake Community Club 5K Turkey Trot and Kids Run,S17NO475,11/23/2017 12:00:00 AM,11/23/2017 12:00:00 AM,,Montlake / Portage Bay,3,North,Montlake Community Club,975
2017-01-12T00:00:00.000,Complete,Special Event,Athletic,Run/Walk,Seattle Turkey Trot,S17NO086,11/23/2017 12:00:00 AM,11/23/2017 12:00:00 AM,Golden Gardens Park,Ballard,6,North,Run for Good Racing Co.,4600
2017-10-03T00:00:00.000,Complete,Special Event,Community,,2017 Downtown Holiday Tree Lighting,S17NO532,11/24/2017 12:00:00 AM,11/24/2017 12:00:00 AM,,Downtown,7,West,Downtown Seattle Association,10000
2017-01-10T00:00:00.000,Complete,Special Event,Citywide,,My Macy's Holiday Parade,S17NO065,11/24/2017 12:00:00 AM,11/24/2017 12:00:00 AM,,Downtown,7,West,"Macy's, Inc.",23100
2017-01-10T00:00:00.000,Complete,Special Event,Commercial,,My Macy's Starlighting & Fireworks,S17NO064,11/24/2017 12:00:00 AM,11/24/2017 12:00:00 AM,,Downtown,7,West,"Macy's, Inc.",15022
2017-08-30T00:00:00.000,Complete,Special Event,Community,,UW Husky Marching Band Rally (11.24),S17NO496,11/24/2017 12:00:00 AM,11/24/2017 12:00:00 AM,,University District,4,North,Husky Marching Band,1000
2017-04-24T00:00:00.000,Complete,Special Event,Commercial,,Mathur-Kode Wedding Baarat,S17NO295,11/25/2017 12:00:00 AM,11/25/2017 12:00:00 AM,,Downtown,7,West,Anish Mathur,80
2017-10-20T00:00:00.000,Complete,Special Event,Athletic,Run/Walk,Seattle Children's Kids Marathon,S17NO543,11/25/2017 12:00:00 AM,11/25/2017 12:00:00 AM,Seattle Center,Queen Anne,7,West,Seattle Marathon Association,3700
2017-09-05T00:00:00.000,Complete,Special Event,Athletic,Run/Walk,Amica Insurance Seattle Marathon & Half Marathon,S17NO489,11/26/2017 12:00:00 AM,11/26/2017 12:00:00 AM,,Multiple Neighborhoods,7,West,Seattle Marathon Association,9000
2017-11-20T00:00:00.000,Cancelled,Special Event,Community,,Food truck lunch for Juno Therapeutics,S17DE561,11/27/2017 12:00:00 AM,11/27/2017 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,Washington State Food Truck Association,800
2017-11-07T00:00:00.000,Complete,Special Event,Community,,Sounders FC March to the Match (11.30),S17NO558,11/30/2017 12:00:00 AM,11/30/2017 12:00:00 AM,Occidental Park,Pioneer Square,3,West,Sounders FC,500
2017-11-18T00:00:00.000,Complete,Valet Parking,,,Butler Valet - Shirley Holiday Party at The Ruins,S17DE562,12/01/2017 12:00:00 AM,12/01/2017 12:00:00 AM,,Queen Anne,7,West,Butler Valet,100
2017-07-14T00:00:00.000,Complete,Special Event,Commercial,,Seattle Symphony Friday Matinees concert (12.1),S17DE443,12/01/2017 12:00:00 AM,12/01/2017 12:00:00 AM,,Downtown,7,West,Seattle Symphony,186
2017-09-26T00:00:00.000,Complete,Special Event,Community,,The 31st Annual Great Figgy Pudding Caroling Competition,S17DE514,12/01/2017 12:00:00 AM,12/01/2017 12:00:00 AM,Westlake Park,Downtown,7,West,Pike Market Senior Center & Food Bank,9050
2017-11-06T00:00:00.000,Complete,Special Event,Community,,Magnolia Winterfest,S17DE551,12/02/2017 12:00:00 AM,12/02/2017 12:00:00 AM,,Magnolia,7,West,Magnolia Chamber of Commerce,520
2017-09-14T00:00:00.000,Complete,Special Event,Free Speech,,"Our Lady of Guadalupe, Mother of the Americas Celebration",S17DE504,12/02/2017 12:00:00 AM,12/02/2017 12:00:00 AM,,Central District,3,East,Corporation of the Catholic Archbishop of Seattle,960
2017-09-26T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Fremont Studios (12.2),S17DE523,12/02/2017 12:00:00 AM,12/02/2017 12:00:00 AM,,Fremont,4,North,Red Carpet Valet,500
2017-11-21T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Holy Names Academy,S17DE567,12/02/2017 12:00:00 AM,12/02/2017 12:00:00 AM,,Capitol Hill,3,East,Red Carpet Valet,100
2017-09-01T00:00:00.000,Complete,Special Event,Community,,West Seattle Hometown Holidays Tree Lighting,S17DE490,12/02/2017 12:00:00 AM,12/02/2017 12:00:00 AM,,West Seattle,1,Southwest,West Seattle Junction Association,780
2017-09-13T00:00:00.000,Complete,Special Event,Commercial,,Winter Beer Festival,S17DE502,12/01/2017 12:00:00 AM,12/02/2017 12:00:00 AM,Magnuson Park,Laurelhurst / Sand Point,4,North,Washington Brewers Guild,2950
2017-09-29T00:00:00.000,Complete,Special Event,Commercial,,76 Seafair Holiday Cruise,S17DE531,12/03/2017 12:00:00 AM,12/03/2017 12:00:00 AM,,Cascade / Eastlake / South Lake Union,3,West,Seafair Foundation,2350
2017-11-18T00:00:00.000,Complete,Valet Parking,,,Butler Valet - Gerlich Holiday Party at The Ruins,S17DE563,12/03/2017 12:00:00 AM,12/03/2017 12:00:00 AM,,Queen Anne,7,West,Butler Valet,100
2017-06-29T00:00:00.000,Complete,Special Event,Commercial,,CBS Radio Hometown Hangar (12.3),S17DE426,12/03/2017 12:00:00 AM,12/03/2017 12:00:00 AM,,Duwamish / SODO,2,South,CBS Radio,778
2017-05-25T00:00:00.000,Complete,Special Event,Commercial,,Fuel Outdoor Beer Garden (12.3),S17DE384,12/03/2017 12:00:00 AM,12/03/2017 12:00:00 AM,,Pioneer Square,3,West,Fuel Sports Eats and Beats,420
2017-09-26T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Block 41 (12.3),S17DE524,12/03/2017 12:00:00 AM,12/03/2017 12:00:00 AM,,Belltown,7,West,Red Carpet Valet,125
2017-11-29T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - AQUA by El Gaucho,S17DE568,12/05/2017 12:00:00 AM,12/05/2017 12:00:00 AM,,Belltown,7,West,Red Carpet Valet,20
2017-11-18T00:00:00.000,Complete,Valet Parking,,,Butler Valet - Berger Holiday Party at The Ruins,S17DE564,12/06/2017 12:00:00 AM,12/06/2017 12:00:00 AM,,Queen Anne,7,West,Butler Valet,150
2017-11-18T00:00:00.000,Complete,Valet Parking,,,Butler Valet - Smith Tower,S17DE565,12/06/2017 12:00:00 AM,12/06/2017 12:00:00 AM,,Pioneer Square,3,West,Butler Valet,50
2017-11-29T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Havana,S17DE569,12/06/2017 12:00:00 AM,12/06/2017 12:00:00 AM,,Capitol Hill,3,East,Red Carpet Valet,25
2017-12-06T00:00:00.000,Complete,Special Event,Free Speech,,State of Hawaii v. Donald Trump,S17DE576,12/06/2017 12:00:00 AM,12/06/2017 12:00:00 AM,,Downtown,7,West,"CAIR, ACRS, Truman National Security Project, Oxfam, ACLU",50
2017-11-18T00:00:00.000,Complete,Valet Parking,,,Butler Valet - BMGF HOLIDAY PARTY AT FREMONT STUDIOS,S17DE566,12/07/2017 12:00:00 AM,12/07/2017 12:00:00 AM,,Fremont,4,North,Butler Valet,500
2017-11-29T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - RN 74,S17DE570,12/07/2017 12:00:00 AM,12/07/2017 12:00:00 AM,,Downtown,7,West,Red Carpet Valet,30
2017-11-29T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - The Pharmacy,S17DE571,12/08/2017 12:00:00 AM,12/08/2017 12:00:00 AM,,Pioneer Square,7,West,Red Carpet Valet,40
2017-11-06T00:00:00.000,Complete,Special Event,Community,,South Lake Union Winter Market,S17DE552,12/08/2017 12:00:00 AM,12/08/2017 12:00:00 AM,,Cascade / Eastlake / South Lake Union,3,West,Urban Craft Uprising,785
2017-07-19T00:00:00.000,Complete,Special Event,Community,,Chet Gibson Memorial Holiday Cruise,S17DE447,12/09/2017 12:00:00 AM,12/09/2017 12:00:00 AM,,Cascade / Eastlake / South Lake Union,3,West,Queen City Yacht Club,40
2017-09-11T00:00:00.000,Complete,Special Event,Community,,Equinox Studios Very Open House,S17DE500,12/09/2017 12:00:00 AM,12/09/2017 12:00:00 AM,,Georgetown,2,South,Equinox Studios,2150
2017-11-29T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - RN 74,S17DE572,12/09/2017 12:00:00 AM,12/09/2017 12:00:00 AM,,Downtown,7,West,Red Carpet Valet,60
2017-11-02T00:00:00.000,Complete,Special Event,Community,,SODO Flea (12.9),S17DE535,12/09/2017 12:00:00 AM,12/09/2017 12:00:00 AM,,Duwamish / SODO,2,South,SODO Flea,2000
2017-02-23T00:00:00.000,Complete,Special Event,Athletic,Run/Walk,Seattle Jingle Bell Run,S17DE153,12/10/2017 12:00:00 AM,12/10/2017 12:00:00 AM,Westlake Park,Downtown,7,West,Arthritis Foundation,8500
2017-11-08T00:00:00.000,Complete,Special Event,Free Speech,,Menorah Lighting Celebration,S17DE557,12/12/2017 12:00:00 AM,12/12/2017 12:00:00 AM,,Queen Anne,7,West,Chabad of Queen Anne,55
2017-12-11T00:00:00.000,Complete,Valet Parking,,,Butler Valet - Waste Management at The Foundry by Herban Feast,S17DE578,12/14/2017 12:00:00 AM,12/14/2017 12:00:00 AM,,Duwamish / SODO,2,South,Butler Valet,100
2017-11-29T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Hotel Ballard,S17DE573,12/14/2017 12:00:00 AM,12/14/2017 12:00:00 AM,,Ballard,6,North,Red Carpet Valet,
2017-12-11T00:00:00.000,Complete,Valet Parking,,,Butler Valet - Holland America Holiday Party at Fremont Studios,S17DE579,12/15/2017 12:00:00 AM,12/15/2017 12:00:00 AM,,Fremont,4,North,Butler Valet,400
2017-11-17T00:00:00.000,Cancelled,Special Event,Commercial,,Expedia Holiday Party,S17DE560,12/15/2017 12:00:00 AM,12/15/2017 12:00:00 AM,,Belltown,7,West,SH Worldwide,3600
2017-12-12T00:00:00.000,Complete,Valet Parking,,,Butler Valet - Palace Ballroom,S17DE580,12/16/2017 12:00:00 AM,12/16/2017 12:00:00 AM,,Belltown,7,West,Butler Valet,60
2017-12-07T00:00:00.000,Complete,Valet Parking,,,Butler Valet - Vulcan Holiday Party at The Mark,S17DE577,12/16/2017 12:00:00 AM,12/16/2017 12:00:00 AM,,Downtown,7,West,Butler Valet,300
2017-12-14T00:00:00.000,Complete,Special Event,Free Speech,,Hands of Jerusalem,S17DE582,12/16/2017 12:00:00 AM,12/16/2017 12:00:00 AM,Westlake Park,Downtown,7,West,Super UW,380
2017-11-29T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Chihuly Boathouse (12.16),S17DE574,12/16/2017 12:00:00 AM,12/16/2017 12:00:00 AM,,Wallingford,4,North,Red Carpet Valet,40
2017-09-26T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Georgetown Ballroom,S17DE525,12/16/2017 12:00:00 AM,12/16/2017 12:00:00 AM,,Georgetown,2,South,Red Carpet Valet,50
2017-06-29T00:00:00.000,Complete,Special Event,Commercial,,CBS Radio Hometown Hangar (12.17),S17DE427,12/17/2017 12:00:00 AM,12/17/2017 12:00:00 AM,,Duwamish / SODO,2,South,CBS Radio,778
2017-10-25T00:00:00.000,Complete,Special Event,Community,,Renegade Craft Fair,S17DE547,12/16/2017 12:00:00 AM,12/17/2017 12:00:00 AM,Magnuson Park,Laurelhurst / Sand Point,4,North,Renegade Craft Fair,4300
2017-11-29T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Henry's Tavern,S17DE575,12/18/2017 12:00:00 AM,12/18/2017 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,Red Carpet Valet,100
2017-06-29T00:00:00.000,Complete,Special Event,Commercial,,CBS Radio Hometown Hangar (12.31),S17DE428,12/31/2017 12:00:00 AM,12/31/2017 12:00:00 AM,,Duwamish / SODO,2,South,CBS Radio,778
2017-10-16T00:00:00.000,Complete,Special Event,Community,,New Year's at The Needle,S17DE541,12/31/2017 12:00:00 AM,12/31/2017 12:00:00 AM,,Lower Queen Anne,7,West,Space Needle LLC,25000
2017-12-08T00:00:00.000,Complete,Special Event,Commercial,,New Years Eve - Seattle Tennis Club,S17DE581,12/31/2017 12:00:00 AM,12/31/2017 12:00:00 AM,,Madison Park,3,East,Seattle Tennis Club,
2017-12-22T00:00:00.000,Cancelled,Valet Parking,,,Red Carpet Valet - Mistrial Kitchen,S17DE583,12/31/2017 12:00:00 AM,12/31/2017 12:00:00 AM,,Belltown,7,West,Red Carpet Valet,40
2017-08-26T00:00:00.000,Complete,Special Event,Athletic,Run/Walk,Club Northwest Resolution Run (5K),S18JA002,01/01/2018 12:00:00 AM,01/01/2018 12:00:00 AM,Magnuson Park,Laurelhurst / Sand Point,4,North,Club Northwest,1540
2018-01-02T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Chihuly Boathouse (1.9),S18JA042,01/09/2018 12:00:00 AM,01/09/2018 12:00:00 AM,,Wallingford,4,North,Red Carpet Valet,75
2017-11-17T00:00:00.000,Complete,Special Event,Commercial,,Seattle Symphony Open Rehearsal for students (1.10),S18JA021,01/10/2018 12:00:00 AM,01/10/2018 12:00:00 AM,,Downtown,7,West,Seattle Symphony,160
2017-12-08T00:00:00.000,Complete,Special Event,Free Speech,,Martin Luther King March Roosevelt,S18JA033,01/11/2018 12:00:00 AM,01/11/2018 12:00:00 AM,,University District,4,North,"Roosevelt High School, Black Student Union",105
2017-10-12T00:00:00.000,Complete,Special Event,Free Speech,,Dr. Martin Luther King Jr Birthday March (McDonald),S18JA005,01/12/2018 12:00:00 AM,01/12/2018 12:00:00 AM,,Green Lake,6,North,McDonald International School,535
2018-01-03T00:00:00.000,Complete,Special Event,Free Speech,,Martin Luther King March - Orca K-8,S18JA043,01/12/2018 12:00:00 AM,01/12/2018 12:00:00 AM,,Columbia City,2,South,Orca K-8 PTSA,500
2017-10-31T00:00:00.000,Complete,Special Event,Free Speech,,MLK March for Peace and Justice - Giddens School,S18JA011,01/12/2018 12:00:00 AM,01/12/2018 12:00:00 AM,,Central District,3,East,Giddens School,300
2017-11-27T00:00:00.000,Complete,Special Event,Free Speech,,Annual Martin Luther King Jr Youth March and Celebration (Parks),S18JA022,01/13/2018 12:00:00 AM,01/13/2018 12:00:00 AM,,Mt. Baker / North Rainier,2,South,City of Seattle Parks and Recreation,220
2017-11-27T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Seattle Opera,S18JA028,01/13/2018 12:00:00 AM,01/13/2018 12:00:00 AM,,Lower Queen Anne,7,West,Red Carpet Valet,40
2017-12-15T00:00:00.000,Complete,Special Event,Free Speech,,"Martin Luther King, Jr Celebration",S18JA039,01/15/2018 12:00:00 AM,01/15/2018 12:00:00 AM,,"First Hill, Downtown",37,"East, West",MLK Celebration Committee,5100
2018-01-02T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Bell Harbor,S18JA045,01/16/2018 12:00:00 AM,01/16/2018 12:00:00 AM,,Belltown,7,West,Red Carpet Valet,150
2017-10-30T00:00:00.000,Cancelled,Special Event,Free Speech,,Ethiopian Orthodox Tewahedo Church Annual Epiphany Celebration,S18JA009,01/19/2018 12:00:00 AM,01/20/2018 12:00:00 AM,,Rainier Valley,2,South,Ethiopian Orthodox Tewahedo Church,1800
2017-12-06T00:00:00.000,Cancelled,Special Event,Free Speech,,King County's Blue Wall Rally,S18JA030,01/20/2018 12:00:00 AM,01/20/2018 12:00:00 AM,Westlake Park,Downtown,7,West,King County Democrats,
2018-02-08T00:00:00.000,Complete,Special Event,Commercial,,All Hands,S18MR118,03/08/2018 12:00:00 AM,03/08/2018 12:00:00 AM,Seattle Center,Lower Queen Anne,7,West,Supplus,
2017-12-19T00:00:00.000,Complete,Special Event,Free Speech,,"Seattle Women's March 2.0 ""A time to Make History again and Be the Change!""",S18JA040,01/20/2018 12:00:00 AM,01/20/2018 12:00:00 AM,,"Capitol Hill, Downtown",37,"East, West",Be the Change Network,5100
2018-01-04T00:00:00.000,Complete,Special Event,Free Speech,,Ethiopian Orthodox Churches-Epiphany Celebration March,S18JA047,01/20/2018 12:00:00 AM,01/21/2018 12:00:00 AM,,Beacon Hill,2,South,Ethiopian Orthodox Churches - Seattle,1180
2017-10-30T00:00:00.000,Complete,Special Event,Commercial,,"Seattle Symphony Friday Matinees, Masterworks Series (2.2)",S18FE010,02/02/2018 12:00:00 AM,02/02/2018 12:00:00 AM,,Downtown,7,West,Seattle Symphony,312
2017-12-07T00:00:00.000,Complete,Special Event,Athletic,Other,Polar Plunge Seattle,S18FE032,02/03/2018 12:00:00 AM,02/03/2018 12:00:00 AM,Golden Gardens Park,Ballard,6,North,Special Olympics Washington,950
2018-01-29T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Chihuly Boathouse (2.3),S18FE097,02/03/2018 12:00:00 AM,02/03/2018 12:00:00 AM,,Wallingford,4,North,Red Carpet Valet,50
2017-11-10T00:00:00.000,Complete,Special Event,Commercial,,Seattle Boat Show on Lake Union,S18JA019,01/26/2018 12:00:00 AM,02/03/2018 12:00:00 AM,,Cascade / Eastlake / South Lake Union,3,West,Northwest Yacht Brokers Association,
2018-01-29T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Hillel of UW,S18FE098,02/08/2018 12:00:00 AM,02/08/2018 12:00:00 AM,,University District,4,North,Red Carpet Valet,110
2018-01-17T00:00:00.000,Complete,Special Event,Community,,Sodo Flea (2.10),S18FE067,02/10/2018 12:00:00 AM,02/10/2018 12:00:00 AM,,Duwamish / SODO,2,West,Sodo Flea,1000
2017-11-13T00:00:00.000,Complete,Special Event,Community,,Wing Luke Museum Lunar New Year Lion Dance,S18FE016,02/10/2018 12:00:00 AM,02/10/2018 12:00:00 AM,,International District,2,West,Wing Luke Museum of the Asian Pacific American Experience,570
2018-01-08T00:00:00.000,Complete,Special Event,Athletic,Run/Walk,Love 'em or Leave 'em Valentines Day Dash,S18FE057,02/11/2018 12:00:00 AM,02/11/2018 12:00:00 AM,Greenlake Park,Green Lake,6,North,Pro-Motion Events,
2018-01-09T00:00:00.000,Complete,Special Event,Community,,Lunar New Year Celebration - Year of the Dog,S18FE060,02/11/2018 12:00:00 AM,02/11/2018 12:00:00 AM,Hing Hay Park,International District,2,West,Chinatown-International District Business Improvement Area (CIDBIA),5150
2017-08-21T00:00:00.000,Complete,Special Event,Athletic,Run/Walk,My Better Half Marathon,S18FE001,02/11/2018 12:00:00 AM,02/11/2018 12:00:00 AM,,Seward Park,2,South,Orca Running,975
2018-02-02T00:00:00.000,Cancelled,Special Event,Free Speech,,Valentines Day Rally,S18FE102,02/14/2018 12:00:00 AM,02/14/2018 12:00:00 AM,,Downtown,7,West,Radical Women,50
2018-01-09T00:00:00.000,Complete,Special Event,Athletic,Run/Walk,Mardi Gras Mayhem 5K,S18FE058,02/24/2018 12:00:00 AM,02/24/2018 12:00:00 AM,Magnuson Park,Laurelhurst / Sand Point,4,North,Pro-Motion Events,575
2018-02-09T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - City Catering Company - Block 41,S18FE121,02/24/2018 12:00:00 AM,02/24/2018 12:00:00 AM,,Downtown,7,West,Red Carpet Valet,125
2018-02-15T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Congregation Beth Shalom,S18FE127,02/24/2018 12:00:00 AM,02/24/2018 12:00:00 AM,,Downtown,7,West,Red Carpet Valet,60
2018-02-20T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Seattle Opera,S18FE131,02/24/2018 12:00:00 AM,02/24/2018 12:00:00 AM,,Lower Queen Anne,7,West,Red Carpet Valet,30
2018-01-11T00:00:00.000,Complete,Special Event,Community,,Sounders FC March to the Match (3.1),S18MR069,03/01/2018 12:00:00 AM,03/01/2018 12:00:00 AM,Occidental Park,Pioneer Square,27,West,Sounders FC,500
2018-02-15T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Seattle Art Museum,S18MR130,03/03/2018 12:00:00 AM,03/03/2018 12:00:00 AM,,Downtown,7,West,Red Carpet Valet,80
2018-02-27T00:00:00.000,Complete,Special Event,Free Speech,,Save Ghouta,S18MR144,03/03/2018 12:00:00 AM,03/03/2018 12:00:00 AM,Westlake Park,Downtown,7,West,ARI,83
2017-11-07T00:00:00.000,Complete,Special Event,Athletic,Run/Walk,Hot Chocolate 15K/5K,S18MR013,03/04/2018 12:00:00 AM,03/04/2018 12:00:00 AM,Seattle Center,"Lower Queen Anne, Downtown",7,West,Running Away Enterprises,7550
2018-01-11T00:00:00.000,Complete,Special Event,Community,,Sounders FC March to the Match (3.4),S18MR070,03/04/2018 12:00:00 AM,03/04/2018 12:00:00 AM,Occidental Park,Pioneer Square,27,West,Sounders FC,500
2017-11-21T00:00:00.000,Complete,Special Event,Commercial,,Seattle Symphony Link Up for Students (3.6),S18MR096,03/06/2018 12:00:00 AM,03/06/2018 12:00:00 AM,,Downtown,7,West,Seattle Symphony,3346
2018-02-21T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Definite Audio,S18MR142,03/07/2018 12:00:00 AM,03/07/2018 12:00:00 AM,,Ravenna / Bryant,4,North,Red Carpet Valet,50
2018-03-02T00:00:00.000,Complete,Special Event,Community,,SoundersFC March to the Match (3.7),S18MR151,03/07/2018 12:00:00 AM,03/07/2018 12:00:00 AM,Occidental Park,Pioneer Square,3,West,Sounders FC,500
2018-02-20T00:00:00.000,Complete,Special Event,Commercial,,Hamilton Student Matinees (3.8),S18MR132,03/08/2018 12:00:00 AM,03/08/2018 12:00:00 AM,,Downtown,7,West,Seattle Theatre Group,3000
2017-11-22T00:00:00.000,Complete,Special Event,Commercial,,Seattle Symphony Link Up for students (3.8),S18MR024,03/08/2018 12:00:00 AM,03/08/2018 12:00:00 AM,,Downtown,7,West,Seattle Symphony,3595
2017-11-22T00:00:00.000,Complete,Special Event,Commercial,,"Seattle Symphony Friday Matinees, Masterworks series (3.9)",S18MR025,03/09/2018 12:00:00 AM,03/09/2018 12:00:00 AM,,Downtown,7,West,Seattle Symphony,312
2018-01-17T00:00:00.000,Complete,Special Event,Community,,Sodo Flea (3.10),S18MR068,03/10/2018 12:00:00 AM,03/10/2018 12:00:00 AM,,Duwamish / SODO,2,West,Sodo Flea,1000
2018-02-26T00:00:00.000,Complete,Special Event,Free Speech,,Tibet Uprising Against China,S18MR138,03/10/2018 12:00:00 AM,03/10/2018 12:00:00 AM,,Downtown,7,West,Tibetan Association of Washington,70
