Application Date,Permit Status,Permit Type,Event Category,Event Sub-Category,Name of Event,Year-Month-App#,Event Start Date,Event End Date,Event Location - Park,Event Location - Neighborhood,Council District,Precinct,Organization,Attendance
2016-01-26T00:00:00.000,Complete,Special Event,Athletic,Run/Walk,PurpleStride Puget Sound 2016,S16OC090,10/30/2016 12:00:00 AM,10/30/2016 12:00:00 AM,,Laurelhurst / Sand Point,4,North,Pancreatic Cancer Action Network,2700
2016-10-28T00:00:00.000,Complete,Special Event,Community,,Sounders FC March to the Match (10.30),S16OC501,10/30/2016 12:00:00 AM,10/30/2016 12:00:00 AM,,Pioneer Square,3,West,Seattle Sounders FC,505
2016-08-16T00:00:00.000,Complete,Special Event,Community,,West Seattle Harvest Festival,S16OC437,10/30/2016 12:00:00 AM,10/30/2016 12:00:00 AM,,West Seattle,1,West,West Seattle Junction Association,550
2016-10-24T00:00:00.000,Complete,Special Event,Community,,Boo Bash at the Beach,S16OC498,10/31/2016 12:00:00 AM,10/31/2016 12:00:00 AM,,Rainier Valley,2,South,Southeast Effective Development/SEED,2100
2016-08-22T00:00:00.000,Complete,Special Event,Community,,Magnolia Village Halloween Trick or Treat,S16OC442,10/31/2016 12:00:00 AM,10/31/2016 12:00:00 AM,,Magnolia,7,West,Magnolia Chamber of Commerce,955
2016-08-23T00:00:00.000,Complete,Special Event,Community,,Trolloween and Haunt of Fremont Procession,S16OC443,10/31/2016 12:00:00 AM,10/31/2016 12:00:00 AM,,Fremont,6,North,Fremont Arts Council,400
2016-10-05T00:00:00.000,Complete,Special Event,Commercial,,All Hands,S16NO489,11/03/2016 12:00:00 AM,11/03/2016 12:00:00 AM,,Multiple Neighborhoods,7,West,Spplus,2940
2016-10-25T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Trove,S16NO499,11/03/2016 12:00:00 AM,11/03/2016 12:00:00 AM,,Capitol Hill,3,East,Red Carpet Valet,60
2016-11-02T00:00:00.000,Complete,Valet Parking,,,Four Park Avenue - Pacific Northwest Ballet Opening Night,S16NO504,11/04/2016 12:00:00 AM,11/04/2016 12:00:00 AM,,Queen Anne,7,West,Four Park Avenue,30
2016-06-30T00:00:00.000,Complete,Special Event,Athletic,Water,Head of the Lake,S16NO377,11/06/2016 12:00:00 AM,11/06/2016 12:00:00 AM,,Cascade / Eastlake / South Lake Union,2,West,Lake Washington Rowing Club,2300
2016-08-18T00:00:00.000,Complete,Special Event,Athletic,Run/Walk,The Mustache Dache,S16NO441,11/06/2016 12:00:00 AM,11/06/2016 12:00:00 AM,Magnuson Park,Laurelhurst / Sand Point,4,North,Fizz Events LLC,1425
2016-08-01T00:00:00.000,Complete,Special Event,Commercial,,Fuel Outdoor Beer Garden (11.6-7),S16NO413,11/06/2016 12:00:00 AM,11/07/2016 12:00:00 AM,,Pioneer Square,7,South,Fuel Sports Eats and Beats,420
2016-11-07T00:00:00.000,Complete,Valet Parking,,,Butler Valet - Swedish Cherry Hill,S16NO509,11/09/2016 12:00:00 AM,11/09/2016 12:00:00 AM,,First Hill,3,East,Butler Valet,250
2016-11-03T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Shade Store,S16NO506,11/09/2016 12:00:00 AM,11/09/2016 12:00:00 AM,,Downtown,7,West,Red Carpet Valet,50
2016-11-03T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Showbox Sodo,S16NO505,11/10/2016 12:00:00 AM,11/10/2016 12:00:00 AM,,Duwamish / SODO,2,West,Red Carpet Valet,90
2016-09-27T00:00:00.000,Complete,Special Event,Community,,USC Trojan Marching Band Pep Rally,S16NO483,11/11/2016 12:00:00 AM,11/11/2016 12:00:00 AM,,Cascade / Eastlake / South Lake Union,3,West,USC Trojan Marching Band,180
2016-08-29T00:00:00.000,Complete,Special Event,Community,,UW Husky Marching Band Pre-Game Rally (11.11),S16NO451,11/11/2016 12:00:00 AM,11/11/2016 12:00:00 AM,,University District,4,North,University of Washington Husky Marching Band,1000
2016-09-22T00:00:00.000,Complete,Special Event,Community,,Sodo Flea (11.12),S16NO480,11/12/2016 12:00:00 AM,11/12/2016 12:00:00 AM,,Duwamish / SODO,2,West,Rejuvenation,2030
2016-11-10T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Fred Lind Manor,S16NO512,11/16/2016 12:00:00 AM,11/16/2016 12:00:00 AM,,Capitol Hill,3,East,Red Carpet Valet,25
2016-11-14T00:00:00.000,Complete,Valet Parking,,,Butler Valet - Tiger Oak Publications Fremont Studios,S16NO513,11/17/2016 12:00:00 AM,11/17/2016 12:00:00 AM,,Fremont,6,North,Butler Valet,300
2016-11-09T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Metropolis,S16NO510,11/17/2016 12:00:00 AM,11/17/2016 12:00:00 AM,,Duwamish / SODO,2,West,Red Carpet Valet,40
2016-10-12T00:00:00.000,Complete,Special Event,Commercial,,Seattle Symphony Friday Matinees concert (11.18),S16NO494,11/18/2016 12:00:00 AM,11/18/2016 12:00:00 AM,,Downtown,7,West,Seattle Symphony/Benaroya Hall,329
2016-08-29T00:00:00.000,Complete,Special Event,Community,,UW Husky Marching Band Pre-Game Rally (11.18),S16NO452,11/18/2016 12:00:00 AM,11/18/2016 12:00:00 AM,,University District,4,North,University of Washington Husky Marching Band,1000
2016-11-14T00:00:00.000,Complete,Valet Parking,,,Butlet Valet - Seattle Aquarium - Grinstein Memorial,S16NO514,11/20/2016 12:00:00 AM,11/20/2016 12:00:00 AM,,Downtown,7,West,Butler Valet,150
2016-05-31T00:00:00.000,Complete,Special Event,Commercial,,CBS Radio Hometown Hangar (11.20),S16NO322,11/20/2016 12:00:00 AM,11/20/2016 12:00:00 AM,,Duwamish / SODO,2,South,CBS Seattle,770
2016-08-03T00:00:00.000,Complete,Special Event,Athletic,Run/Walk,Green Lake Gobble 10K & 5K Run and Walk,S16NO424,11/20/2016 12:00:00 AM,11/20/2016 12:00:00 AM,,Green Lake,6,North,"Pro-Motion Events, Inc",1750
2016-11-07T00:00:00.000,Complete,Special Event,Community,,Sounders FC March to the Match (11.22),S16NO508,11/22/2016 12:00:00 AM,11/22/2016 12:00:00 AM,Occidental Park,Pioneer Square,7,West,Seattle Sounders FC,500
2016-08-15T00:00:00.000,Complete,Special Event,Athletic,Run/Walk,Montlake Community Club 5K Turkey Trot and Kids Run,S16NO435,11/24/2016 12:00:00 AM,11/24/2016 12:00:00 AM,,Montlake / Portage Bay,3,North,Montlake Community Club,430
2016-01-21T00:00:00.000,Complete,Special Event,Athletic,Run/Walk,Seattle Turkey Trot,S16NO083,11/24/2016 12:00:00 AM,11/24/2016 12:00:00 AM,,Ballard,6,North,Ballard Food Bank,4600
2016-10-10T00:00:00.000,Complete,Special Event,Community,,2016 Tree Lighting Celebration,S16NO490,11/25/2016 12:00:00 AM,11/25/2016 12:00:00 AM,,Downtown,7,West,Downtown Seattle Association,3000
2015-12-02T00:00:00.000,Complete,Special Event,Citywide,,My Macy's Holiday Parade,S16NO018,11/25/2016 12:00:00 AM,11/25/2016 12:00:00 AM,,Downtown,7,West,Macy's Inc.,23000
2015-12-02T00:00:00.000,Complete,Special Event,Commercial,,My Macy's Starlighting and Fireworks,S16NO016,11/25/2016 12:00:00 AM,11/25/2016 12:00:00 AM,,Downtown,7,West,Macy's Inc,15010
2016-10-04T00:00:00.000,Complete,Special Event,Community,,Magnolia Winterfest,S16NO488,11/26/2016 12:00:00 AM,11/26/2016 12:00:00 AM,,Magnolia,7,West,Magnolia Chamber of Commerce,530
2016-11-15T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - The Ruins,S16NO515,11/26/2016 12:00:00 AM,11/26/2016 12:00:00 AM,,Queen Anne,7,West,Red Carpet Valet,20
2016-10-03T00:00:00.000,Complete,Special Event,Athletic,Run/Walk,Seattle Children's Marathon,S16NO486,11/26/2016 12:00:00 AM,11/26/2016 12:00:00 AM,,Queen Anne,7,West,Seattle Marathon Association,3700
2016-10-03T00:00:00.000,Complete,Special Event,Athletic,Run/Walk,Seattle Marathon,S16NO487,11/27/2016 12:00:00 AM,11/27/2016 12:00:00 AM,,Multiple Neighborhoods,237,"East, South, West",Seattle Marathon Association,10500
2016-11-29T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Paramount Theater,S16DE520,12/02/2016 12:00:00 AM,12/02/2016 12:00:00 AM,,Downtown,7,West,Red Carpet Valet,100
2016-09-30T00:00:00.000,Complete,Special Event,Community,,The 30th Annual Great Figgy Pudding Caroling Competition,S16DE484,12/02/2016 12:00:00 AM,12/02/2016 12:00:00 AM,,Downtown,7,West,Pike Market Senior Center & Food Bank,9000
2016-10-27T00:00:00.000,Complete,Special Event,Community,,Alley Lights,S16DE502,12/03/2016 12:00:00 AM,12/03/2016 12:00:00 AM,,University District,4,North,The U District Partnership,110
2016-11-17T00:00:00.000,Complete,Special Event,Free Speech,,"Our Lady of Guadalupe, Mother of the Americas Celebration",S16DE518,12/03/2016 12:00:00 AM,12/03/2016 12:00:00 AM,,Central District,3,East,Catholic Corporation of the Archdiocese of Seattle,1060
2016-09-12T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Fremont Studios (12.3),S16DE467,12/03/2016 12:00:00 AM,12/03/2016 12:00:00 AM,,Fremont,6,North,Red Carpet Valet,400
2016-11-09T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Holy Names Academy,S16DE511,12/03/2016 12:00:00 AM,12/03/2016 12:00:00 AM,,Capitol Hill,3,East,Red Carpet Valet,100
2016-11-28T00:00:00.000,Complete,Special Event,Free Speech,,Seattle Women March Against Hate,S16DE519,12/03/2016 12:00:00 AM,12/03/2016 12:00:00 AM,,Capitol Hill,3,East,Demi Wetzel,2030
2016-08-16T00:00:00.000,Complete,Special Event,Community,,West Seattle Hometown Holidays,S16DE438,12/03/2016 12:00:00 AM,12/03/2016 12:00:00 AM,,West Seattle,1,West,West Seattle Junction Association,770
2016-08-30T00:00:00.000,Complete,Special Event,Commercial,,Winter Beer Festival,S16DE447,12/02/2016 12:00:00 AM,12/03/2016 12:00:00 AM,Magnuson Park,Laurelhurst / Sand Point,4,East,Washington Brewers Guild,3600
2016-10-17T00:00:00.000,Complete,Special Event,Commercial,,76 Seafair Holiday Cruise,S16DE495,12/04/2016 12:00:00 AM,12/04/2016 12:00:00 AM,,Cascade / Eastlake / South Lake Union,3,West,Seafair Foundation,1800
2016-05-31T00:00:00.000,Complete,Special Event,Commercial,,CBS Radio Hometown Hangar (12.04),S16DE323,12/04/2016 12:00:00 AM,12/04/2016 12:00:00 AM,,Duwamish / SODO,2,South,CBS Seattle,770
2016-08-01T00:00:00.000,Complete,Special Event,Commercial,,Fuel Outdoor Been Garden (12.4),S16DE414,12/04/2016 12:00:00 AM,12/04/2016 12:00:00 AM,,Pioneer Square,7,South,Fuel Sports Eats and Beats,420
2016-09-06T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Showbox Sodo,S16DE458,12/04/2016 12:00:00 AM,12/04/2016 12:00:00 AM,,Duwamish / SODO,2,West,Red Carpet Valet,120
2016-12-05T00:00:00.000,Complete,Valet Parking,,,Butler Valet - Memorial - The Ruins,S16DE521,12/07/2016 12:00:00 AM,12/07/2016 12:00:00 AM,,Queen Anne,7,West,Butler Valet,150
2016-11-15T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Sitka and Spruce,S16DE516,12/07/2016 12:00:00 AM,12/07/2016 12:00:00 AM,,Downtown,7,West,Red Carpet Valet,80
2016-12-05T00:00:00.000,Complete,Valet Parking,,,Butler Valet - Waste Management - The Foundry by Herban Feast,S16DE524,12/08/2016 12:00:00 AM,12/08/2016 12:00:00 AM,,Duwamish / SODO,2,West,Butler Valet,200
2016-12-05T00:00:00.000,Complete,Valet Parking,,,Butler Valet - Holiday Party - The Foundry by Herban Feast,S16DE523,12/09/2016 12:00:00 AM,12/09/2016 12:00:00 AM,,Duwamish / SODO,2,West,Butler Valet,250
2016-12-05T00:00:00.000,Complete,Valet Parking,,,Butler Valet - Luncheon - The Ruins,S16DE522,12/09/2016 12:00:00 AM,12/09/2016 12:00:00 AM,,Queen Anne,7,West,Butler Valet,100
2016-10-27T00:00:00.000,Complete,Special Event,Community,,Queen City Yacht Club Presents Chet Gibson Memorial Lighted Boat Parade,S16DE503,12/09/2016 12:00:00 AM,12/10/2016 12:00:00 AM,,Cascade / Eastlake / South Lake Union,3,West,Queen City Yacht Club,40
2016-09-12T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Foster White Gallery,S16DE468,12/10/2016 12:00:00 AM,12/10/2016 12:00:00 AM,,Duwamish / SODO,2,West,Red Carpet Valet,50
2016-09-22T00:00:00.000,Cancelled,Special Event,Community,,Sodo Flea (12.10),S16DE481,12/10/2016 12:00:00 AM,12/10/2016 12:00:00 AM,,Duwamish / SODO,2,West,Rejuvenation,2030
2016-09-12T00:00:00.000,Complete,Special Event,Athletic,Run/Walk,Jingle Bell Run/Walk,S16DE469,12/11/2016 12:00:00 AM,12/11/2016 12:00:00 AM,,Downtown,7,West,Arthritis Foundation,10500
2016-12-12T00:00:00.000,Complete,Special Event,Citywide,,MLS Cup Championship March and Rally,S16DE528,12/13/2016 12:00:00 AM,12/13/2016 12:00:00 AM,,Downtown,7,West,Seattle Sounders FC,23300
2016-12-06T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Axis Pioneer Square,S16DE525,12/14/2016 12:00:00 AM,12/14/2016 12:00:00 AM,,Pioneer Square,7,West,Red Carpet Valet,75
2016-12-06T00:00:00.000,Complete,Special Event,Community,,SLU Winter Market,S16DE527,12/15/2016 12:00:00 AM,12/15/2016 12:00:00 AM,,Cascade / Eastlake / South Lake Union,3,West,Amazon Global Real Estate and Facilities / Urban Craft Uprising,780
2016-12-16T00:00:00.000,Complete,Special Event,Free Speech,,March for Aleppo,S16DE529,12/16/2016 12:00:00 AM,12/16/2016 12:00:00 AM,,Downtown,7,West,Americans for Refugees and Immigrants,275
2016-12-06T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Showbox Seattle,S16DE526,12/17/2016 12:00:00 AM,12/17/2016 12:00:00 AM,,Downtown,7,West,Red Carpet Valet,60
2016-05-31T00:00:00.000,Complete,Special Event,Commercial,,CBS Radio Hometown Hangar (12.24),S16DE324,12/24/2016 12:00:00 AM,12/24/2016 12:00:00 AM,,Duwamish / SODO,2,South,CBS Seattle,770
2016-07-27T00:00:00.000,Complete,Special Event,Free Speech,,Menorah Lighting Celebration,S16DE411,12/25/2016 12:00:00 AM,12/25/2016 12:00:00 AM,,Queen Anne,7,West,Chabad of Queen Anne,
2016-11-01T00:00:00.000,Complete,Special Event,Community,,New Year's at the Needle,S16DE507,12/31/2016 12:00:00 AM,12/31/2016 12:00:00 AM,,Queen Anne,7,West,Seattle Needle LLC,25100
2016-11-17T00:00:00.000,Complete,Special Event,Community,,SOURCE_NYE,S16DE517,12/31/2016 12:00:00 AM,12/31/2016 12:00:00 AM,,Duwamish / SODO,2,West,Upper Left,1000
2016-08-02T00:00:00.000,Complete,Special Event,Athletic,Run/Walk,Club Northwest Resolution Run,S17JA001,01/01/2017 12:00:00 AM,01/01/2017 12:00:00 AM,Magnuson Park,Laurelhurst / Sand Point,4,North,"Pro-Motion Events, Inc",1750
2017-01-02T00:00:00.000,Complete,Valet Parking,,,Butler Valet - Fran's Chocolates,S17JA050,01/07/2017 12:00:00 AM,01/07/2017 12:00:00 AM,,Georgetown,2,South,Butler Valet,100
2016-12-29T00:00:00.000,Complete,Special Event,Commercial,,CBS Radio Hometown Hangar,S17JA043,01/07/2017 12:00:00 AM,01/07/2017 12:00:00 AM,,Duwamish / SODO,2,West,CBS Seattle,770
2017-01-04T00:00:00.000,Complete,Special Event,Free Speech,,Dr. Martin Luther King JR. Birthday March (McDonald International),S17JA051,01/13/2017 12:00:00 AM,01/13/2017 12:00:00 AM,,Green Lake,6,North,McDonald International School,535
2016-12-02T00:00:00.000,Complete,Special Event,Free Speech,,"Dr. Martin Luther King, Jr. Day March",S17JA018,01/13/2017 12:00:00 AM,01/13/2017 12:00:00 AM,,Columbia City,2,South,Orca K-8 PTSA,650
2016-12-09T00:00:00.000,Complete,Special Event,Free Speech,,MLK March for Peace and Justice,S17JA023,01/13/2017 12:00:00 AM,01/13/2017 12:00:00 AM,,Central District,3,East,Giddens School,300
2016-12-27T00:00:00.000,Complete,Special Event,Free Speech,,Annual Martin Luther King Jr. Youth March and Celebration,S17JA044,01/14/2017 12:00:00 AM,01/14/2017 12:00:00 AM,Martin Luther King Jr Memorial Park,Mt. Baker / North Rainier,2,South,City of Seattle Parks & Recreation,200
2017-01-04T00:00:00.000,Complete,Special Event,Free Speech,,Our First Stand: Save Health Care Rally,S17JA049,01/15/2017 12:00:00 AM,01/15/2017 12:00:00 AM,Westlake Park,Downtown,7,West,Congresswoman Pramila Jayapal,815
2017-01-10T00:00:00.000,Cancelled,Special Event,Free Speech,,Free Syria Protest,S17JA062,01/16/2017 12:00:00 AM,01/16/2017 12:00:00 AM,,Downtown,7,West,Malak Shalabi,38
2016-12-21T00:00:00.000,Complete,Special Event,Free Speech,,MLK Annual Rally and March,S17JA039,01/16/2017 12:00:00 AM,01/16/2017 12:00:00 AM,,Central District,3,East,MLK Annual Celebration Committee,5000
2017-01-11T00:00:00.000,Complete,Special Event,Free Speech,,Immigrant Rights March Defend Our Rights,S17JA066,01/20/2017 12:00:00 AM,01/20/2017 12:00:00 AM,Westlake Park,Downtown,7,West,El Comite/May 1st Action Coalition,525
2017-01-05T00:00:00.000,Complete,Special Event,Free Speech,,Inauguration Day Protest,S17JA056,01/20/2017 12:00:00 AM,01/20/2017 12:00:00 AM,Westlake Park,Downtown,7,West,Socialist Students,530
2017-01-09T00:00:00.000,Complete,Special Event,Free Speech,,Inauguration Day Student Walkout Rally,S17JA059,01/20/2017 12:00:00 AM,01/20/2017 12:00:00 AM,,Capitol Hill,3,East,Socialist Students,400
2016-12-27T00:00:00.000,Complete,Special Event,Free Speech,,Ethiopian Orthodox Church Epiphany Celebration March,S17JA045,01/21/2017 12:00:00 AM,01/21/2017 12:00:00 AM,,Mt. Baker / North Rainier,2,South,Ethiopian Orthodox Church - Seattle,620
2016-12-09T00:00:00.000,Complete,Special Event,Free Speech,,Womxns March on Seattle,S17JA022,01/21/2017 12:00:00 AM,01/21/2017 12:00:00 AM,,Multiple Neighborhoods,2,West,Womens March on Washington,1500
2017-01-10T00:00:00.000,Cancelled,Special Event,Commercial,,CBS Hometown Hangar (1.22),S17JA067,01/22/2017 12:00:00 AM,01/22/2017 12:00:00 AM,,Duwamish / SODO,2,West,CBS Seattle,770
2017-01-10T00:00:00.000,Cancelled,Special Event,Free Speech,,Ethiopian Orthodox Church Annual Epiphany Procession,S17JA063,01/21/2017 12:00:00 AM,01/22/2017 12:00:00 AM,,Rainier Valley,2,South,Ethiopian Orthodox Church,1300
2016-12-13T00:00:00.000,Complete,Special Event,Commercial,,National Geographic student matinee,S17JA034,01/24/2017 12:00:00 AM,01/24/2017 12:00:00 AM,,Downtown,7,West,National Geographic/Seattle Symphony,
2017-01-23T00:00:00.000,Complete,Valet Parking,,,Butler Valet - The Ruins,S17JA085,01/26/2017 12:00:00 AM,01/26/2017 12:00:00 AM,,Queen Anne,7,West,Butler Valet,200
2016-11-18T00:00:00.000,Complete,Special Event,Community,,2017 Wing Luke Museum Lunar New Year Lion Dance,S17JA010,01/28/2017 12:00:00 AM,01/28/2017 12:00:00 AM,,International District,2,West,Wing Luke Museum of the Asian Pacific American Experience,465
2017-01-17T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - 415 Westlake,S17JA079,01/28/2017 12:00:00 AM,01/28/2017 12:00:00 AM,,Cascade / Eastlake / South Lake Union,4,West,Red Carpet Valet,60
2017-01-17T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Axis Pioneer Square,S17JA078,01/28/2017 12:00:00 AM,01/28/2017 12:00:00 AM,,Pioneer Square,3,West,Red Carpet Valet,50
2017-01-18T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Bell Harbor,S17JA081,01/28/2017 12:00:00 AM,01/28/2017 12:00:00 AM,,Downtown,7,West,Red Carpet Valet,25
2017-01-17T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Chihuly Boathouse (1.28),S17JA077,01/28/2017 12:00:00 AM,01/28/2017 12:00:00 AM,,Wallingford,4,North,Red Carpet Valet,90
2017-01-11T00:00:00.000,Complete,Special Event,Community,,Lunar New Year Celebration,S17JA070,01/29/2017 12:00:00 AM,01/29/2017 12:00:00 AM,Hing Hay Park,International District,2,West,Chinatown-International District Business Improvement Area,5020
2017-01-27T00:00:00.000,Complete,Special Event,Free Speech,,Stand With Immigrants Rally,S17JA092,01/29/2017 12:00:00 AM,01/29/2017 12:00:00 AM,Westlake Park,Downtown,7,West,Americans for Refugees and Immiagrants,875
2017-01-27T00:00:00.000,Complete,Special Event,Commercial,,Kenny McCormick Memorial - Shuttle Parking,S17FE090,02/04/2017 12:00:00 AM,02/04/2017 12:00:00 AM,,First Hill,3,East,King County Metro Transit Division,800
2016-12-05T00:00:00.000,Complete,Special Event,Athletic,Water,Polar Plunge Seattle,S17FE019,02/03/2017 12:00:00 AM,02/04/2017 12:00:00 AM,Golden Gardens Park,Ballard,6,North,Special Olympics Washington,1140
2017-01-17T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Sodo Park,S17FE080,02/04/2017 12:00:00 AM,02/04/2017 12:00:00 AM,,Duwamish / SODO,2,West,Red Carpet Valet,150
2016-12-13T00:00:00.000,Complete,Special Event,Commercial,,Seattle Boat Show on Lake Union,S17JA029,01/27/2017 12:00:00 AM,02/04/2017 12:00:00 AM,,Cascade / Eastlake / South Lake Union,4,West,Northwest Yacht Brokers Association,11780
2017-01-09T00:00:00.000,Complete,Special Event,Commercial,,Smartsheet,S17FE073,02/04/2017 12:00:00 AM,02/04/2017 12:00:00 AM,,Duwamish / SODO,2,West,Smartsheet,875
2016-12-13T00:00:00.000,Cancelled,Special Event,Commercial,,Love On The Water,S17FE028,02/11/2017 12:00:00 AM,02/11/2017 12:00:00 AM,,Downtown,7,West,AEG Live,1870
2016-12-21T00:00:00.000,Complete,Special Event,Community,,SODO Flea,S17FE038,02/11/2017 12:00:00 AM,02/11/2017 12:00:00 AM,,Duwamish / SODO,2,West,SODO Flea,2000
2017-01-10T00:00:00.000,Complete,Special Event,Athletic,Run/Walk,Love 'em or Leave 'em Valentines Dash,S17FE068,02/12/2017 12:00:00 AM,02/12/2017 12:00:00 AM,Greenlake Park,Green Lake,6,North,Pro-Motion Events,2050
2017-02-02T00:00:00.000,Complete,Special Event,Free Speech,,Valentine's Day SASQUATCH MARCH FOR LOVE,S17FE098,02/14/2017 12:00:00 AM,02/14/2017 12:00:00 AM,,Downtown,7,West,CascadiaNow!,600
2017-02-13T00:00:00.000,Complete,Valet Parking,,,Butler Valet - Seattle Children's at Rainier Club,S17FE123,02/16/2017 12:00:00 AM,02/16/2017 12:00:00 AM,,Downtown,7,West,Butler Valet,75
2017-02-14T00:00:00.000,Complete,Special Event,Free Speech,,Pike Place Market UNITY in Support for the General Strike,S17FE124,02/17/2017 12:00:00 AM,02/17/2017 12:00:00 AM,,Downtown,7,West,Pike Place Producers,360
2017-02-02T00:00:00.000,Complete,Special Event,Free Speech,,Solidarity Rally for Education Justice,S17FE096,02/17/2017 12:00:00 AM,02/17/2017 12:00:00 AM,Multiple Parks,Multiple Neighborhoods,37,"East, West",Solidarity for Education Justice,1000
2017-01-18T00:00:00.000,Cancelled,Special Event,Commercial,,Mardi Gras at Magnuson,S17FE084,02/25/2017 12:00:00 AM,02/25/2017 12:00:00 AM,Magnuson Park,Laurelhurst / Sand Point,4,North,Pro-Motion Events,775
2017-01-18T00:00:00.000,Complete,Special Event,Athletic,Run/Walk,Mardi Gras Mayhem 5K,S17FE083,02/25/2017 12:00:00 AM,02/25/2017 12:00:00 AM,Magnuson Park,Laurelhurst / Sand Point,4,North,Pro-Motion Events,550
2017-02-15T00:00:00.000,Complete,Special Event,Free Speech,,Rally to Save the ACA,S17FE135,02/25/2017 12:00:00 AM,02/25/2017 12:00:00 AM,Gas Works Park,Fremont,4,North,Womens March Husky Huddle/MASH Coalition,990
2016-12-21T00:00:00.000,Complete,Special Event,Commercial,,National Geographic student matinee,S17FE047,02/28/2017 12:00:00 AM,02/28/2017 12:00:00 AM,,Downtown,7,West,National Geographic/Seattle Symphony,2200
2017-01-10T00:00:00.000,Complete,Special Event,Commercial,,Link Up student concerts (3.1),S17MR074,03/01/2017 12:00:00 AM,03/01/2017 12:00:00 AM,,Downtown,7,West,Seattle Symphony,2220
2017-02-22T00:00:00.000,Complete,Special Event,Commercial,,Read Across America Literacy Concert,S17MR142,03/01/2017 12:00:00 AM,03/01/2017 12:00:00 AM,,Downtown,7,West,Washington Education Association,870
2017-02-28T00:00:00.000,Complete,Valet Parking,,,Butler Valet - Spring Fundraiser at Axis,S17MR154,03/03/2017 12:00:00 AM,03/03/2017 12:00:00 AM,,Pioneer Square,3,West,Butler Valet,100
2017-03-02T00:00:00.000,Cancelled,Special Event,Free Speech,,WA United for Human Rights in Vietnam,S17MR166,03/04/2017 12:00:00 AM,03/04/2017 12:00:00 AM,Westlake Park,Downtown,7,West,Vietnamese American Community Seattle and Sno-King,150
2016-11-09T00:00:00.000,Complete,Special Event,Athletic,Run/Walk,Hot Chocolate 15K/5K,S17MR007,03/05/2017 12:00:00 AM,03/05/2017 12:00:00 AM,,Queen Anne,7,West,Ram Racing,7200
2017-02-28T00:00:00.000,Complete,Special Event,Free Speech,,Torah Procession,S17MR155,03/05/2017 12:00:00 AM,03/05/2017 12:00:00 AM,,Rainier Valley,2,South,Ashreichem Yisrael,200
2017-02-15T00:00:00.000,Complete,Special Event,Community,,Walk the Battery,S17MR125,03/05/2017 12:00:00 AM,03/05/2017 12:00:00 AM,,Belltown,7,West,Project Belltown / Downtown Seattle Association,1000
2017-01-10T00:00:00.000,Complete,Special Event,Commercial,,Link Up Student Concerts (3.7),S17MR075,03/07/2017 12:00:00 AM,03/07/2017 12:00:00 AM,,Downtown,7,West,Seattle Symphony,2220
2017-02-14T00:00:00.000,Cancelled,Special Event,Free Speech,,"Be Bold, Be Brave, Be the Change",S17MR127,03/08/2017 12:00:00 AM,03/08/2017 12:00:00 AM,,Downtown,7,West,UN International Women's Day and Girl Rising,5000
2017-02-13T00:00:00.000,Cancelled,Special Event,Free Speech,,Rally to Defend Planned Parenthood and Roe V. Wade,S17MR115,03/08/2017 12:00:00 AM,03/08/2017 12:00:00 AM,,Downtown,7,West,Socialist Alternative,500
2017-01-10T00:00:00.000,Complete,Special Event,Commercial,,Link Up Student Concerts (3.9),S17MR076,03/09/2017 12:00:00 AM,03/09/2017 12:00:00 AM,,Downtown,7,West,Seattle Symphony,2220
2016-12-07T00:00:00.000,Complete,Special Event,Community,,Green Stripe,S17MR024,03/10/2017 12:00:00 AM,03/10/2017 12:00:00 AM,,Downtown,7,West,Irish Heritage Club,110
2017-02-21T00:00:00.000,Complete,Special Event,Free Speech,,We Rise with Standing Rock March & Rally - Seattle,S17MR146,03/10/2017 12:00:00 AM,03/10/2017 12:00:00 AM,Westlake Park,Downtown,7,West,Ndns for Justice,1020
2017-01-31T00:00:00.000,Complete,Special Event,Community,,SODO Flea (3.11),S17MR104,03/11/2017 12:00:00 AM,03/11/2017 12:00:00 AM,,Duwamish / SODO,2,West,SODO Flea,2000
2016-12-07T00:00:00.000,Complete,Special Event,Community,,St. Patrick's Day Parade,S17MR025,03/11/2017 12:00:00 AM,03/11/2017 12:00:00 AM,,Downtown,7,West,Irish Heritage Club,5100
